-0.154304,-0.154304,-0.154304
-0.186146,-0.186146,-0.186146
-0.285232,-0.285232,-0.285232
-0.285232,-0.285232,-0.285232
-0.186146,-0.186146,-0.186146
-0.198247,-0.198247,-0.198247
-0.186146,-0.186146,-0.186146
-0.222957,-0.222957,-0.222957
-0.198247,-0.198247,-0.198247
-0.198247,-0.198247,-0.198247
-0.222957,-0.222957,-0.222957
-0.198147,-0.198147,-0.198147
-0.222957,-0.222957,-0.222957
-0.228086,-0.228086,-0.228086
-0.198147,-0.198147,-0.198147
-0.198147,-0.198147,-0.198147
-0.228086,-0.228086,-0.228086
-0.26182,-0.26182,-0.26182
-0.228086,-0.228086,-0.228086
-0.270124,-0.270124,-0.270124
-0.26182,-0.26182,-0.26182
-0.26182,-0.26182,-0.26182
-0.270124,-0.270124,-0.270124
-0.120245,-0.120245,-0.120245
-0.270124,-0.270124,-0.270124
0.23881,0.23881,0.23881
-0.120245,-0.120245,-0.120245
-0.120245,-0.120245,-0.120245
0.23881,0.23881,0.23881
0.209197,0.209197,0.209197
0.23881,0.23881,0.23881
0.314203,0.314203,0.314203
0.209197,0.209197,0.209197
0.209197,0.209197,0.209197
0.314203,0.314203,0.314203
0.0363536,0.0363536,0.0363536
0.314203,0.314203,0.314203
0.0949242,0.0949242,0.0949242
0.0363536,0.0363536,0.0363536
0.0363536,0.0363536,0.0363536
0.0949242,0.0949242,0.0949242
0.00196522,0.00196522,0.00196522
0.0949242,0.0949242,0.0949242
0.392275,0.392275,0.392275
0.00196522,0.00196522,0.00196522
0.00196522,0.00196522,0.00196522
0.392275,0.392275,0.392275
0.360779,0.360779,0.360779
0.392275,0.392275,0.392275
0.295776,0.295776,0.295776
0.360779,0.360779,0.360779
0.360779,0.360779,0.360779
0.295776,0.295776,0.295776
0.322903,0.322903,0.322903
0.295776,0.295776,0.295776
0.197814,0.197814,0.197814
0.322903,0.322903,0.322903
0.322903,0.322903,0.322903
0.197814,0.197814,0.197814
0.176306,0.176306,0.176306
0.197814,0.197814,0.197814
0.13118,0.13118,0.13118
0.176306,0.176306,0.176306
0.176306,0.176306,0.176306
0.13118,0.13118,0.13118
0.110912,0.110912,0.110912
0.13118,0.13118,0.13118
0.0954917,0.0954917,0.0954917
0.110912,0.110912,0.110912
0.110912,0.110912,0.110912
0.0954917,0.0954917,0.0954917
0.126199,0.126199,0.126199
0.0954917,0.0954917,0.0954917
0.0266408,0.0266408,0.0266408
0.126199,0.126199,0.126199
0.126199,0.126199,0.126199
0.0266408,0.0266408,0.0266408
0.0133317,0.0133317,0.0133317
0.0266408,0.0266408,0.0266408
0.062505,0.062505,0.062505
0.0133317,0.0133317,0.0133317
0.0133317,0.0133317,0.0133317
0.062505,0.062505,0.062505
0.0605287,0.0605287,0.0605287
0.062505,0.062505,0.062505
0.10001,0.10001,0.10001
0.0605287,0.0605287,0.0605287
0.0605287,0.0605287,0.0605287
0.10001,0.10001,0.10001
0.146222,0.146222,0.146222
0.10001,0.10001,0.10001
